2.49	0.00234493	0.167825	0.00137934	-1.11556
2.48	0.00251109	0.172331	0.00142223	-1.12419
2.47	0.0026555	0.179546	0.00146375	-1.13354
2.46	0.00291614	0.18736	0.00147011	-1.14365
2.45	0.00317857	0.195222	0.00152167	-1.15255
2.44	0.00342067	0.20537	0.00159814	-1.16223
2.43	0.00375884	0.213934	0.00167637	-1.17314
2.42	0.00404791	0.225872	0.00164482	-1.18371
2.41	0.00452011	0.24025	0.00174221	-1.19504
2.4	0.00493834	0.255282	0.00181548	-1.20714
2.39	0.00541496	0.274012	0.00191523	-1.22011
2.38	0.00594835	0.291419	0.00201741	-1.233
2.37	0.00641002	0.31077	0.00208353	-1.2464
2.36	0.00691635	0.333355	0.00219617	-1.26114
2.35	0.0074826	0.361993	0.00231119	-1.27631
2.34	0.00778176	0.390498	0.00251386	-1.29292
2.33	0.00813298	0.422759	0.0025902	-1.31049
2.32	0.00830296	0.45208	0.00273206	-1.32776
2.31	0.00811238	0.492362	0.00281001	-1.34804
2.3	0.00804052	0.52661	0.00290156	-1.36766
2.29	0.00736555	0.562545	0.00283766	-1.38728
2.28	0.00678041	0.597039	0.00289541	-1.40603
2.27	0.00587268	0.630664	0.00279095	-1.42711
2.26	0.0050182	0.663217	0.00267356	-1.44826
2.25	0.00432894	0.685882	0.00258055	-1.46377
2.24	0.00352241	0.712193	0.00247465	-1.48286
2.23	0.00275144	0.734264	0.00231923	-1.49985
2.22	0.00214688	0.754323	0.00219513	-1.5174
2.21	0.00168934	0.769932	0.00204313	-1.53126
2.2	0.00141642	0.784074	0.00193214	-1.54676
2.19	0.00108019	0.79646	0.00185913	-1.55936
2.18	0.000890118	0.808358	0.0017464	-1.57359
2.17	0.000769907	0.818035	0.00168276	-1.58587
2.16	0.000617781	0.82766	0.00156576	-1.59833
2.15	0.000531771	0.83604	0.00154515	-1.61041
2.14	0.00044796	0.843857	0.00146452	-1.62091
2.13	0.000379609	0.851146	0.00138307	-1.63236
2.12	0.000338587	0.857175	0.00134273	-1.64242
2.11	0.000310495	0.863126	0.00131489	-1.65242
2.1	0.000277556	0.868728	0.00123959	-1.66195
2.09	0.000252777	0.874362	0.00120155	-1.67209
2.08	0.000233147	0.879283	0.00119148	-1.68078
2.07	0.000199921	0.884325	0.00112885	-1.69022
2.06	0.000195967	0.888408	0.00110617	-1.69814
2.05	0.000178376	0.892721	0.00105784	-1.70667
2.04	0.000160368	0.896868	0.00102513	-1.71506
2.03	0.000146747	0.901003	0.000956918	-1.72339
2.02	0.000138361	0.904425	0.000958728	-1.73056
2.01	0.000131736	0.908132	0.000949089	-1.73889
